channel_id,channel_name,description,published_at,country,view_count,subscriber_count,video_count,load_ts
UC34kBdi2Z2FbzNeLFMziiOA,CoupleCrayz,"🔥 CoupleCrayz – मज़ेदार कपल्स की दुनिया में आपका स्वागत है! ❤️😂

यहाँ आपको मिलेंगे ऐसे Couple Edits, जो दिल भी छू जाएं और हंसी भी ला दें! 🎬
हम लाते हैं आपके लिए सबसे मज़ेदार, प्यारे और थोड़े twist वाले Couples Videos जो हर दिल को छू जाएं 💑

चाहे हो प्यार भरी नोक-झोंक, हो मजेदार Romance या हो मजेदार Trolling – यहाँ हर Couple Moment को दिल से Edit किया जाता है ❤️✨

🎯 हम रोज़ाना डालते हैं अलग-अलग Couples के Trending और Viral Edits –
तो चैनल को Subscribe ज़रूर करें और घंटी 🔔 दबाएं!

🙏 धन्यवाद आपका – आपका साथ ही हमारी प्रेरणा है!
#CoupleCrayz #FunnyCouples #CoupleEdits
",2025-07-24 02:45:55.865495,IN,603045517,283000,795,2025-12-27 07:24:15.92518
UC2ut_DrUZvO0BzUxZ_g9fXQ,Lokshahi Marathi,"ऐका... पाहा... जागरुक राहा... #lokshahimarathi #lokshahi #lokshahinews 
Advertisement Number - +91 97736 98172

Lokshahi Marathi News Channel is the authentic source for comprehensive news coverage. We always ensuring that information is correct and reliable. Lokshahi Marathi Channel deliver breaking news, in-depth analysis, and insightful commentary on local, national, and international events. Our expert team is committed to provide all latest updates of entertainment, sports, politics, crime, business, science and technology and all other categories too. Providing balanced perspectives and giving all relevant sides a voice. Tune in for the latest updates, expert interviews, and special reports that matter to you a lot.

",2019-10-03 12:42:48,IN,1223268673,1870000,261711,2025-12-27 07:24:15.925187
UC2O2A6k4-FwvFbQ8rVG5EIg,五条先生の反応集【呪術廻戦】,"気軽に見れる呪術廻戦の反応集動画を作っています。
もしよろしければコメントを頂けると嬉しいです！

【引用させていただいている作品】
・呪術廻戦
芥見下々 様(著)／集英社発行『呪術廻戦』
芥見下々 様(著)／集英社発行『週刊少年ジャンプ』
MAPPA 様


",2022-01-18 23:47:34.724275,JP,742037382,164000,548,2025-12-27 07:24:15.925193
UC21CWNbgiZhbNhNP2E4C_JA,Vijay Education & News,"VIJAY EDUCATION ऐप डाउनलोड करें 👇 Helpline 8302199394
👉 BSC नर्सिंग Entrance Exam तैयारी
👉 BPT CUET NEET NORCET CHO ANM GNM
👉 B-PHARMA & D PHARMA
👉 Peramedical Course BMLT BRT BOT
👉 हिंदी एवं अंग्रेजी दोनों माध्यम में ऑनलाइन तैयारी
👉 Helpline 9828721229 , 9672721229 , 9649721229

 ALL  STATE:- AIIMS || RUHS राजस्थान || CNET उत्तरप्रदेश || बिहार BCECE  || MP PNST 
छत्तीसगढ || उत्तराखण्ड ||  PGI हरियाणा || PUNJAB || MAHARASHTRA
---------------------------------------------------------------------------------
Social media accounts:-

👉telegram channel:-
https://t.me/vijayeducation

👉Facebook channel:-
https://www.facebook.com/VIJAYEDUCATIONNEWS/

👉Instagram channel:-
https://www.instagram.com/vijay_education_official

👉WhatsApp channel:-
https://whatsapp.com/channel/0029VaBYhjAHwXb5pqg1tO3S

👉Website Vijay education:-
https://vijayeducationnews.com
-----------------------------------------------
Owner
👉 Mr.Vijay Kumar Pooniya
Biology lecturer
E-mail - vijayedu.news@gmail.com
9828721229
",2017-10-14 11:24:39,IN,216664860,1130000,8552,2025-12-27 07:24:15.9252
UC3-JLGJpMKwymQoRFJMkgSg,Plantão Brasil (Thiago dos Reis),"Canal do Plantão Brasil no YouTube. O Plantão Brasil é um dos maiores sites de esquerda no Brasil, no ar desde 2013.",2017-04-11 01:48:33,BR,1624221046,1940000,15208,2025-12-27 07:24:15.925206
UC2XSG1Jus6BlWCXyzDq8Pqw,Sporting Spirit Youth Club (Academy),A sports organisation with a aim too inspire youth towards sports #cricket #football #indoorgames #sports club,2023-09-04 02:08:46.290604,IN,1131060,1010,1243,2025-12-27 07:24:15.925212
UC35XU9vLKFDh2RxDOP3Cupw,Mere Pas Cinema Hai,"imagination comes true.... 
MerePasCinemaHai
About  Channel | Disclaimer
This channel features AI-generated content created using artificial intelligence tools for entertainment, creativity, and experimental storytelling purposes only.
All videos, visuals, voices, and scenarios are entirely fictional. They do not depict, reference, or represent any real person, community, religion, organization, event, or belief. Any resemblance to actual individuals or situations is purely coincidental.
This content is not intended to harm, offend, mislead, or influence opinions. It does not promote hate, violence, extremism, misinformation, illegal activity, or discrimination, and it is not directed against any nation, government, or institution.
The channel does not claim factual accuracy or real-world authenticity. All material should be understood as AI-generated content.
Viewer discretion is advised. If any content does not align with your preferences, you are free to choose not to watch.

",2017-07-08 13:06:13,IN,63692969,31200,200,2025-12-27 07:24:15.925219
UC3Bk8JyB7DS7GQqNX9uLG9w,Gram Short 1M,গ্রামের কিছু দেখতে চাইলে subcribe করে পাশে থাকুন ধন্যবাদ,2025-03-11 06:13:30.836529,BD,423015383,332000,519,2025-12-27 07:24:15.925225
UC2zvYA-I_HtKfQnjNGY2VFA,Syiar Nada,"Syiar Nada adalah channel YouTube yang  mempersembahkan karya-karya musisi untuk para penikmat lagu, khususnya lagu-lagu Religi dan juga Shalawat. Semoga dengan adanya channel ini, bisa memberikan suguhan yang menghibur dan membuat hati menjadi tenang dan damai. Aamiin. 

Syiar Nada 
Go find us at ! 
Instagram : https://www.instagram.com/syiarnada_official
Office         : Cibubur Point Automotive Center Blok B No 10 , Jl. Alternatif Cibubur,Transyogi.

Contact us for : 
Artist Management: 0857-1725-5758 
Office : (021) 8431 1135
",2016-02-09 04:12:43,ID,169815239,3140000,206,2025-12-27 07:24:15.925231
UC1YJPs0-2g6eiEiYanv0T1A,呪術廻戦名場面ショート,"",2025-08-19 04:45:25.38117,JP,56184319,6540,28,2025-12-27 07:24:15.925246
UC_3bjIe9R0QxFeo_LmEKdLg,Susheel Kumar,Hello दोस्तों स्वागत 🙏हैं आपका हमारे youtub chanal पर pless support me postcards देखने के लिए हमारे chanal को subscrib करे like kre coment kre video को ज्यादा se ज्यादा शेयर kre  pless suport me 🙏🙏,2025-10-16 06:01:18.978571,IN,16743216,9530,139,2025-12-27 07:24:15.925253
UC3FcRIKFhHgJ0sDrGro0dwA,Simon Music,"🇦🇿 Azərbaycan

Simonaz Music – Azərbaycanca musiqilərin Tekminləşdirib  yenidən yaradıldığı, remiks və instrumental versiyaların paylaşıldığı kanal.
Yeni nəğmələr və duyğulu səslənmələr üçün abunə olun.

Kanal artıq ingiliscə, türkcə və rusca mahnıların da remiks və instrumental versiyalarını təqdim edir.
Qlobal musiqi, yeni aranjemanla və beynəlxalq səslənmələr üçün abunə olun.

🇹🇷 Türkçe 


Ayrıca kanalda İngilizce, Türkçe ve Rusça şarkıların remiks ve instrumental versiyonları da paylaşılır.
Uluslararası müzik deneyimi ve yeni düzenlemeler için abone olun.

🇬🇧 English 


The channel also features English, Turkish, and Russian song remixes and instrumental reinterpretations.
Subscribe for international music, modern arrangements, and a global sound experience.

🇷🇺 Русский 


На канале также представлены ремиксы и инструментальные версии английских, турецких и русских композиций.
Подписывайтесь, чтобы слушать международную музыку и современные аранжировки.",2025-11-30 09:21:11.125157,,143459,329,22,2025-12-27 07:24:15.925259
UC1_Y7vWrGQybjVTZJ4E720g,Movie Loop,"Daily short movie updates! From timeless classics to hot new releases! Perfect for movie fans who want quick, spoiler-free summaries. Don’t miss out on epic reviews!

",2016-03-16 13:37:52,US,49624201,17500,31,2025-12-27 07:24:15.925266
UC3OuQHDTc6TcA0O_Hq83BMg,Amrita News,"Amrita News YouTube channel brings you all the news and current affairs programs that are being aired on Amrita TV. 
They included news clips, full episodes of news and current affairs programs, health news, Middle East news, etc.

Launched on April 14, 2005, Amrita Television  offers a wide array of programs in various genres like entertainment, spirituality, news and current affairs, etc., and introduced revolutionary and path-breaking entertainment packages to create a difference in the television industry through its wide variety of programs. Among them, there are many firsts that became a model or forerunner for other television shows to come.
Subscribe & Watch Now!

",2017-03-30 11:18:02,IN,115457402,223000,43718,2025-12-27 07:24:15.925273
UC2PMK9qXW0AsKssf8SPsJ8g,Singkat Sinema,"📽️  Singkat Sinema – Alur Cerita & Review Film dalam durasi singkat 🎬

Selamat datang di Singkat Sinema. Tempat terbaik untuk menikmati alur cerita film secara ringkas dan singkat. Kami menghadirkan rangkuman alur film, review, dari berbagai genre—mulai dari aksi, horor, fiksi ilmiah, hingga drama.

🔥 Apa yang kamu dapatkan di channel ini?
✔️ Ringkasan alur film yang seru dan mudah dipahami
✔️ Review film terbaru dan rekomendasi terbaik

For business only [ ssbrangkas@gmail.com ]

Disclaimer:
The video content included in my videos serves the sole purpose of conveying a message and a voiceover to the audience.  To the best of my understanding, its use falls below fair use guidelines, specifically within the realms of reviews and commentary.  I have no intention to infringe upon anyone's rights. 

#alurfilm #reviewfilm #sinopsisfilm #ceritafilm #filmterbaik
",2025-03-10 08:45:40.591491,ID,3904504032,2280000,369,2025-12-27 07:24:15.925279
UC2qRBlZ9Zl0uN6RBuUjRHzA,Veera Dhanush Vip,"𝗩𝗲𝗲𝗿𝗮 𝗗𝗵𝗮𝗻𝘂𝘀𝗵 𝗩𝗶𝗽 𝟮.𝟬
𝐓𝐫𝐞𝐧𝐝𝐢𝐧𝐠 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐂𝐫𝐞𝐚𝐭𝐨𝐫 💻
ᴄɪɴᴇᴍᴀ/ꜱᴩᴏʀᴛꜱ/ᴩᴏʟɪᴛɪᴄꜱ/ᴍᴏᴛɪᴠᴀᴛɪᴏɴ ᴇᴛᴄ...",2023-09-18 11:45:58.95075,IN,446707089,231000,659,2025-12-27 07:24:15.925299
UC2P5Fd5g41Gtdqf0Uzh8Qaw,Rtv News,"#RtvNews #News #RtvExclusive #ExclusiveNews
» Subscribe to Watch more Rtv News: https://www.youtube.com/RtvNews
» Read more Rtv news: www.rtvonline.com  

Rtv News is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. Rtv News features Rtvonline.com and the existing apps and digital extensions of its respective properties. We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite Rtv News Shows.

Download Rtv official Apps! 
Andriod: https://play.google.com/store/apps/details?id=com.mcc.RTV
iOS: https://apple.co/2mah2QP

Office Address:
BSEC Bhaban (Level 6), 102 Kazi Nazrul Islam Avenue
Kawran Bazar, Dhaka – 1215, Bangladesh
Tel: +880-2-55013511-15
",2016-09-20 04:14:21,BD,5557310207,10600000,174573,2025-12-27 07:24:15.925305
UC376n347Ob5Lwzq2WGzF1AA,SBT News,"O FATO COMO ELE É. 

Notícias e análises do Brasil e do Mundo 24 horas por dia. Acompanhe o SBT News nas TVs por assinatura Claro (586), Vivo (576), Sky (580) e Oi (175), via streaming pelo +SBT, Site e YouTube, além dos canais nas Smart TVs Samsung e LG.
",2011-08-22 14:57:27,BR,5549300155,7690000,119396,2025-12-27 07:24:15.925311
UC2qkcv3NvWo-kyosiLTDAGg,Nguyễn Chí Thanh,"Tôi là Thanh
( cứ gọi là Thanh Đẹp Trai )
Tôi thích làm video nhưng cần có ngẫu hứng để sáng tạo nên thời gian ra video hơi lâu, hy vọng các bạn sẽ giúp tôi thực hiện ước mơ bá chủ Youtube Thế Giới.
Yêu các bạn 😘

Nhận tất cả các loại Quảng Cáo
SĐT: 038.402.9998
Mail: kuchuoi0011@gmail.com 
Instagram: https://www.instagram.com/toila.nct/
Fb: https://www.facebook.com/NCT26062002",2020-04-28 13:48:31.33375,VN,1031848396,2820000,344,2025-12-27 07:24:15.925318
UC32tBPw_N5PBnxvCtw05MGw,Deep dehati masti time,"Deepdehati vlogs में आप का स्वागत हैं(need your help) 
दोस्तों आप से एक विनम्र निवेदन है कि,आप इस गरीब भाई के ऊपर दया दृष्टि दिखा कर आशीर्वाद देने की कृपा करे
                                                                      मैं दीप चंद प्रजापति ग्राम लखनियां,जिला अंबेडकर नगर का रहने वाला हूं,  मैं हर वक्त आप प्यारे दोस्तो के सपोर्ट में खड़ा रहता हूँ 
                                                        
         
Plese support me 

भाई लोग हम्हू के सपोर्ट करी जा 

https://www.youtube.com/@Deepdehativlogs",2024-02-18 09:32:08.771402,IN,8131083,22300,2865,2025-12-27 07:24:15.925324
UC44kIxtlwt7ZzSv_XNqXgpw,The Hide Phonks,COMEBACK WITH NEW CONTENT 💀🙏 HAR HAR MAHADEV 🙏,2020-12-31 13:27:51.803824,,21324433,141000,154,2025-12-27 07:24:15.925331
UC-3LY8KJuNQJGUiHkr51Scw,PureHealth 🌱,"Wellness Bits 👨🏻‍🔬

PureHealth☘️

Here we talk about how food and care affect your health, mood and beauty.

What to eat to make the skin shiny? How to relieve stress without pills? What products really rejuvenate? All this without complex terms - only working tips and products, proven by research and practice.

Enhance the effect not only from the inside, but also from the outside🥦.

Welcome to our health & wellness channel.
Here you will find simple and visual content about healthy habits, body balance, relaxation, and everyday wellness. 🥼🩻

Our videos are created to help you:
•	reduce stress 🧠
•	relax your mind and body 🫀
•	build healthy daily routines 🧬
•	improve overall well-being 🚑
•	what you should do and what you should not do for your health 👨‍⚕️
•	simple health life hacks 🦠
•	healthy vs unhealthy habits 💊
•	how we damage our health in daily life and how to avoid it 🏥 🔍

Subscribe and take care of your health every day. 🌿",2025-12-14 07:53:02.646243,,94734,86,35,2025-12-27 07:24:15.925338
UC-2ita27REzLtDYnObKICgA,naksh musics 485,"All videos are made with original commentary and voiceover 


Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is mad for FAIR USE for purpose such a as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.",2025-02-10 08:02:12.909018,IN,6877370,7640,241,2025-12-27 07:24:15.925362
UC3WuzHYqoG-9vZa7e3H_Yfw,Pickabi,"hey! I'm Pickabi
Welcome to the Girls 🆚 Boys trend war 🚨
Shorts packed with dance challenges, reactions, fashion, moves, and playful rivalry.
No drama — just fun, vibes, and viral energy.
Comment your team & stay tuned for daily Shorts.

Subscribe & Join the Battle ⚔️
Support your team ❤️ Vs 💙 

",2025-09-27 06:02:34.287274,,29856923,17300,77,2025-12-27 07:24:15.925392
UC3epIVVRArb_m-65JYHXJag,知られざる日本の輝き,"
",2023-09-14 12:43:50.403706,JP,158324559,50500,165,2025-12-27 07:24:15.925401
UC423x7hCoISDYI19LKRwDWw,TSN English,"TSN covers international news and more: the situation in Ukraine, Trump's new decisions, the actions of the European Union, the UK, Canada, Russia and China.
Subscribe to be the first to see our latest videos.
",2025-05-30 07:40:43.444872,US,11083465,30600,1586,2025-12-27 07:24:15.925407
UC223EXARwxVHBpscpLyPyWw,BlinkToon,"The official #Blinktoon YouTube account➣
Watch your favorite BL & Romance animated webtoons!
@blinktoon Official Links below👇
",2025-02-25 09:33:22.766582,US,2793469,11600,424,2025-12-27 07:24:15.925414
UC2wm34k_xura6jgpz-YQ2-A,CatWorld),"",2025-12-12 11:35:23.235595,US,83548,21,10,2025-12-27 07:24:15.92542
UC2aqmsaS8JU0kUZr86Jzq7A,Inconnect News,"Welcome to our channel, where news meets infotainment! We bring you daily audio-visual updates on geopolitics, international relations, sports, science, space, defense, military news, and much more. Our 2 to 5 minute videos are the perfect blend of factual information and fun, keeping you informed without wasting your time. Join us as we explore the world and bring you the latest news from the Indian Subcontinent and beyond!

#news #infotainment #geopolitics #defence #defencenews #IndianDefenceUpdate #IndianMilitary #India #IndianArmy #IndianAirForce #IAF #IndianNavy #worldaffairs #currentaffairs #latestnews #englishnews #IndianEconomy #IndiaEconomy #IndiaChina #IndiavsChina #ISRO #IndiaUS #IndiaRussia #journalism #reporting #internationalrelations #dailycurrentaffairs #newsupdate #worldnews #IndianOcean #IndoPacific #science #space #defense #militarynews #dailyupdates #informative #breakingnews #topstories #viralnews #trending #newstoday #infotainment #youtubers #socialmedia 
",2023-02-22 10:05:22.858925,IN,21481481,66600,1718,2025-12-27 07:24:15.925426
UC7ISiCLF0wdf5y4ka46tUxQ,Hulmer1013,"Hey there! Welcome to my channel. 😎 I'm an enthusiastic lover of short videos and segments. I spend a lot of time curating the best short videos for you. Every day, I share new updates on selected funny short videos. Subscribe to my channel and let's create an amazing experience together!",2025-10-13 04:29:00.947099,US,121063172,52300,75,2025-12-27 07:24:28.391054
UC6S9wZWDjI_cjHNjgWzkUSA,cricket news,"

मेरे चैनल पर आपको मिलती है 100% ऑरिजिनल न्यूज़  मिलता है 
हमारा मकसद है सच्ची और निष्पक्ष खबरें पहुंचाना ✅🧠

📘 Facebook: Md Asrar Alam
📸 Instagram: @cricodekho12
✉️ Email: asrarsk56@gmail.com
",2025-01-10 16:46:56.981798,,276905846,296000,870,2025-12-27 07:24:28.391101
UC6Yb35WtyGWBnFUScyPt2jg,Hassan Muzik,"Hassan Muzik is a channel dedicated to Arabic music and oriental rhythms.
Here you will find beautiful Arabic songs filled with emotions, feelings, and the unique atmosphere of the East.
Each composition tells a story and conveys a mood through music.
Subscribe and enjoy the world of Arabic melodies.

Hassan Muzik هي قناة مخصصة للموسيقى العربية والإيقاعات الشرقية.
ستجد هنا أغانٍ عربية جميلة مليئة بالمشاعر والأحاسيس وأجواء الشرق الفريدة.
كل مقطوعة تحكي قصة وتنقل إحساسًا من خلال الموسيقى.
اشتركوا واستمتعوا بعالم الألحان العربية.",2023-03-03 16:25:49.859211,US,205188,1180,97,2025-12-27 07:24:28.391116
UC7jCbjOQQ4bjGVhXVytdW6A,LIL YASH4.0As,"Welcome to the world of Lil Yash4.0As — a smart, funny, and curious kid who turns everyday moments into exciting adventures! 🚀 From funny school stories and wild imaginations to touching tales and inspiring life lessons, this channel aims to entertain, educate, and make you smile. 😄

✨ You’ll see animated stories filled with humor, emotions, friendship, and creativity, perfect for kids, teens, and the young at heart.

👉 Subscribe for weekly episodes, relatable stories, and nonstop fun! — as written on the channel itself. 
  

Pls sir my YouTube grow. ",2025-12-21 13:08:24.659098,,4669,18,6,2025-12-27 07:24:28.391128
UC8_bom1ERrqG-QdEsK98WkA,Guarantee News,"Guarantee News is a trending news coverage powerhouse that is earning the trust of viewers. Launched in April 2024, Guarantee news digital has already carved a substantial niche for itself. We’re independent and unique, and we create distinctive programs and content which convey, educate and entertain millions of people in Karnataka every day.
Covering information across subjects- Politics, Sports, Business, Education, Careers, Farming, Entertainment, Trending and viral. It is go to destination for the discerning digital audience currently. 
Our team consists of experienced individuals who have made notable achievements in their respective fields. And have been a part of the teams responsible for successful launch of Kannada News Channels

Guarantee News / ಗ್ಯಾರಂಟಿ ನ್ಯೂಸ್
ಸುದ್ದಿ ಖಚಿತ.. ನ್ಯಾಯ ನಿಶ್ಚಿತ
",2019-10-14 06:11:18.244176,IN,450741947,759000,77864,2025-12-27 07:24:28.391139
UC6p9hFVj3bkf0uPUicLWsUQ,Gấu Trúc Nhỏ,"🎬 Gấu Trúc Nhỏ Official – Nơi mang đến những video vui nhộn, hấp dẫn cho mọi người
📩 Liên hệ hợp tác & bản quyền:
✉️ Gmail: gautrucnho.official@gmail.com
💡 Chúng tôi luôn sẵn sàng hợp tác và giải quyết các vấn đề bản quyền một cách thiện chí.
💡 We are always open to collaboration and committed to resolving copyright matters amicably.
❤️ Cảm ơn sự ủng hộ của các bạn!
🚀 Stay tuned for more exciting content!",2024-10-02 07:18:12.214629,VN,56251477,56400,85,2025-12-27 07:24:28.391151
UC870CF4Z_avDyxBeg7Yft_A,LyricScape Official,"~ Assalamu Alaikum ☪
 


Welcome to LyricScape Official  

I create aesthetic lyrical edits that turn music into

meaningful visuals.

From emotional vibes to trending tracks - you will always find something that connects with your mood.

What you will get here:

Daily lyrical shorts

Aesthetic edits and trending songs

• Music + Visuals = Pure Vibes

Subscribe and join the journev where lyrics meet visuals.",2024-09-21 13:34:41.513997,BD,12241946,33800,89,2025-12-27 07:24:28.391162
UC6mvj8Fj8o3E2OCPOvl1YAA,ST News,"",2025-05-16 14:18:39.002389,,64311376,42600,2310,2025-12-27 07:24:28.391173
UC6SP_igv78fiJhhy_voqpIg,Pudhari News,"Pudhari News – Maharashtra's trusted Marathi news channel. Get the latest breaking news, political updates, live coverage, exclusive ground reports, and viral stories from across Maharashtra.
Established in 1939 by Padmashree Dr. G. G. Jadhav, Daily Pudhari has been an integral part of Maharashtra's media landscape, reflecting the state's social, cultural, economic, and political evolution for over 80 years.

🎥 What You’ll Find Here:
Breaking Marathi News
Maharashtra Politics Updates
Ground Reporting from Cities & Villages
Viral and Trending Stories
Special Explainer Videos in Marathi
Live Coverage of Important Events

📌 Follow Pudhari News across platforms:
🔴 Instagram: https://www.instagram.com/pudharinews
🔵 Facebook: https://www.facebook.com/profile.php?id=61577065328424
🌐 Website: https://www.pudhari.news

🔔 Subscribe now for trusted, fast, and fearless journalism in Marathi.

#PudhariNews #MarathiNews #BreakingNews #MaharashtraPolitics #LiveMarathiNews #GroundReport #PudhariLive

",2014-07-01 05:30:59,IN,1538393625,1770000,103613,2025-12-27 07:24:28.391188
UC7J1LOf8HlaKE-tAKhh8gxQ,DIOsBadDay,"✨ JoJo’s Bizarre Shorts Hub ✨Your go-to for compact, hype JoJo fan content!
From Stand battles & Hamon highlights to meme edits & deep-cut references—all packaged in snappy, binge-worthy shorts.
A diehard JoJo fan making content for fellow Stand Users. Subscribe for weekly doses of bizarre joy, epic callbacks, and zero filler.
Let’s keep the Stardust burning—join the crew! 🕶️
",2025-11-03 10:15:58.877816,US,33703289,16800,43,2025-12-27 07:24:28.391199
UC7X5HRFLSVW41bZZOYfcSBw,Mugibara Mijares,"Bienvenidos al canal para los verdaderos amantes del béisbol! Aquí exploramos cada faceta del deporte rey: desde la rica historia de sus equipos y leyendas, hasta el análisis profundo de la estrategia moderna y las reglas del juego. Si eres un fanático de la MLB, la Serie del Caribe, o simplemente quieres entender mejor la belleza de un no-hitter o un squeeze play, este es tu lugar. Suscríbete y únete a nuestra comunidad para revivir los mejores momentos y debatir el futuro de la pelota.",2025-11-13 07:25:48.251218,,33100811,16500,248,2025-12-27 07:24:28.391213
UC6Ib-bYadfXiNyGFbLlHaqQ,Кирилл Дикусар,"Сотрудничество/Collaboration: dikusarcollab@gmail.com
Telegram для рекламы: @kircollab

№ 5061226304",2021-05-31 11:07:01.520822,,1892658294,3000000,1254,2025-12-27 07:24:28.391226
UC82tCzMTVt2rXcq5g3dZglg,أي͠ـه͠ـم͠,"مرحبا لسا جديد في اليوتيوب ✨


... ",2024-03-13 20:18:53.613841,,9619888,5320,15,2025-12-27 07:24:28.391238
UC7N-W19x3xTFr3p2hQFPKKg,kawiwi,"among us


hola chicos 🤠",2015-08-16 18:59:28,,142999894,305000,171,2025-12-27 07:24:28.39125
UC7Os19ttNnSoL0dQVqQ0XTQ,guddu 9128,"Fitness Guddu 💪 desi 💪 fitness 💪 in 🙏home 💪 fitness Guddu team fitness 
🇮🇳Bodybuilding home workout entertainment video banate hain fitness video banate hain support kijiye 





🏋️🤼🤾🤸
Desi fitness home workout video 
Support kijiye",2023-07-23 15:55:54.535701,IN,432396615,2240000,3287,2025-12-27 07:24:28.391263
UC82ihfsPgmQZ6NkmGFidaLw,Star Ana Haber,"Siyasetten sıcak olaylara, ekonomiden sağlığa, her konuda hızlı, güvenilir ve objektif habercilik ilkeleriyle Türkiye’nin en çok izlenen haber bültenlerinden biri olan Star Ana Haber, seyircisi ile her gün Star ekranlarında buluşuyor!

#StarAnaHaber #StarTV
",2023-09-19 12:43:43.917216,TR,116712405,71800,8795,2025-12-27 07:24:28.391417
UC6qEUMw2GJbuDYoK0Y33xHA,マッスルクリップス,"世界の面白いフィットネス情報を発信します

【著作権について】
YouTube公式ガイドライン参照
https://www.youtube.com/intl/ALL_jp/howyoutubeworks/
policies/copyright/
【注意】
・動画内容は特定の個人や団体を非難中傷することを目的にしてはおりません
・使用している素材は「引用」であり著作権を侵害する目的ではありません
・本チャンネルで制作する動画はすべて手作業で作成されており、再利用されたコンテンツでは一切ありません。


もし行き届かない点があり、動画の取り下げなどご希望される方は、お手数お掛けしまして恐れ入りますが、下記の方法にてご連絡いただけますと幸いです。
→s74330047@gmail.com
お仕事の依頼もこちらから→s74330047@gmail.com

AI編集ソフトVrewを活用しています。
本チャンネルでは以下の音声ナレーションを使用させていただいております
→VOICEVOX:Nemo
→VOICEVOX:雀松朱司
→VOICEVOX:麒ヶ島宗麟
→VOICEVOX:青山龍星
→VOICEVOX:もち子(cv 明日葉よもぎ)


#筋トレ #ジム #筋肉 
",2024-07-30 06:05:15.406749,JP,928630034,215000,370,2025-12-27 07:24:28.391275
UC6bV3RCrVm7m71ewfeU1InQ,Kengun,"Привет друг✌️,на этом канале я буду снимать нарезки по аниме,надеюсь тебе понравиться и ты подпишешься ✔️на меня,я буду очень рад🧡😌",2023-08-28 04:55:18.128165,,1267165,1010,141,2025-12-27 07:24:28.391286
UC7RoX1Ex0pzlkhaLF6eawrA,AYE ANIME,"hy guys 💕
 this is my YouTube channel where I edit anime
 best clips 💯
 if you like anime then don't forget to subscribe for more anime content ♥️",2023-02-19 19:43:45.455428,,7252531,10800,206,2025-12-27 07:24:28.391299
UC64mDU_PXGKXe3MN-HKPRMg,СНЕЖАНА СНЕЖОК,"Всiм привіт!!!Мене звати Сніжана, я актриса,модель та просто дуже весела дівчина.
Я живу в Україні,займаюся художньою гімнастикою та Pole Dance.Знімаюся у фільмах та рекламах з 5 років,всі відео можна найти у мене на аккаунті 
  Фільм у якому можна мене знайти 

https://youtube.com/playlist?list=PLBSJhxaXpVxd6JgdWFIsfpKgZ2dVkgNBp

❤️Тг: https://t.me/SnezhanaSnezhok
❤️Inst: https://instagram.com/snezhana_snezhokk?igshid=MzRlODBiNWFlZA==",2016-03-07 22:33:52,UA,1941045130,3330000,11106,2025-12-27 07:24:28.391311
UC7wXt18f2iA3EDXeqAVuKng,Republic Bharat,"रिपब्लिक भारत देश का नंबर वन न्यूज चैनल है। देश और दुनिया की जनहित से जुड़ी ब्रेकिंग न्यूज़, राजनीति, खेल और मनोरंजन की खबरों का खजाना है। 

इस खजाने तक पहुंचने के लिए रिपब्लिक भारत से जुड़े रहिए और सब्सक्राइब करिए।  ► http://bit.ly/RBharat

R. Bharat TV - India's no.1 Hindi news channel keeps you updated with non-stop LIVE and breaking news.  Watch the latest reports on political news, sports news, entertainment, and much more.

For more news and updates visit our official website:  https://www.republicbharat.com/

आप हमसे Social Media पर जुड़ने के लिए 
Republic Bharat फेसबुक पेज को लाइक करें:  
► https://www.facebook.com/RepublicBharatHindi
Follow The Republic Bharat on Twitter :
► https://twitter.com/Republic_Bharat
Follow Republic Bharat on Instagram:
► https://www.instagram.com/republicbharat
Follow Republic Bharat on WhatsApp:
► https://whatsapp.com/channel/0029Va7GPTi7dmecQ2LFH01I
",2019-01-14 08:51:06,IN,20130099504,30800000,293608,2025-12-27 07:24:28.391322
UC7IHk59JXA63t9agQrNh8bQ,Family Galattas,"",2022-01-08 14:41:42.265132,,303829337,402000,2951,2025-12-27 07:24:28.391336
UC63Tq5qh0QCKemBSHnXuF5Q,Kagan Dunlap,"I'm Kagan Dunlap I post news everyday all around the world and I hope I taught you something new today.

Business Inquiries: Karissa@bmtconsultinggroup.com

Join my Discord! https://discord.gg/kagandunlap

MERCH: https://rangerup.com/collections/kagan-dunlap?ref=KAGANDUNLAP

My Content does not reflect the official DoW.",2020-03-06 01:23:21.534182,US,1602410997,975000,5322,2025-12-27 07:24:28.391347
UC7AP6VEcp5n5TSXiWNehg8Q,ALMAMUN  YT,সবাই আমার ভিডিও দেকবেন,2025-04-20 11:52:23.023717,,4108996,38300,731,2025-12-27 07:24:28.391358
